CO2 Emissions(g/km);Engine Size(L);Fuel Consumption City (L/100 km);Fuel Consumption Hwy (L/100 km);Fuel Consumption Comb (L/100 km);Make;Model;Vehicle Class;Cylinders;Transmission;Fuel Type
219;2;11;8;9;PORSCHE;Cayman;TWO-SEATER;4;AM7;Z
229;2;11;8;10;PORSCHE;Cayman;TWO-SEATER;4;M6;Z
249;3;12;9;11;PORSCHE;Cayman GTS;TWO-SEATER;4;AM7;Z
257;3;12;9;11;PORSCHE;Cayman GTS;TWO-SEATER;4;M6;Z
231;3;11;8;10;PORSCHE;Cayman S;TWO-SEATER;4;AM7;Z
249;3;12;9;11;PORSCHE;Cayman S;TWO-SEATER;4;M6;Z
264;2;12;10;11;PORSCHE;Macan;SUV - SMALL;4;AM7;Z
272;3;13;10;12;PORSCHE;Macan S;SUV - SMALL;6;AM7;Z
250;3;12;9;11;PORSCHE;Panamera;FULL-SIZE;6;AM8;Z
253;3;12;9;11;PORSCHE;Panamera 4;FULL-SIZE;6;AM8;Z
253;3;12;9;11;PORSCHE;Panamera 4 Executive;FULL-SIZE;6;AM8;Z
250;3;12;9;11;PORSCHE;Panamera 4 ST;FULL-SIZE;6;AM8;Z
261;3;13;9;11;PORSCHE;Panamera 4S;FULL-SIZE;6;AM8;Z
261;3;13;9;11;PORSCHE;Panamera 4S Executive;FULL-SIZE;6;AM8;Z
273;3;13;10;12;PORSCHE;Panamera 4S ST;FULL-SIZE;6;AM8;Z
295;4;15;10;13;PORSCHE;Panamera GTS;FULL-SIZE;8;AM8;Z
313;4;16;11;13;PORSCHE;Panamera GTS ST;FULL-SIZE;8;AM8;Z
261;4;13;9;11;PORSCHE;Panamera Turbo;FULL-SIZE;8;AM8;Z
261;4;13;9;11;PORSCHE;Panamera Turbo Executive;FULL-SIZE;8;AM8;Z
279;4;13;10;12;PORSCHE;Panamera Turbo ST;FULL-SIZE;8;AM8;Z
253;4;12;9;11;RAM;1500 eTorque;PICKUP TRUCK - STANDARD;6;A8;X
246;4;12;9;10;RAM;1500 HFE eTorque;PICKUP TRUCK - STANDARD;6;A8;X
320;6;16;11;14;RAM;1500;PICKUP TRUCK - STANDARD;8;A8;X
290;6;14;10;12;RAM;1500 eTorque;PICKUP TRUCK - STANDARD;8;A8;X
260;4;12;10;11;RAM;1500 4X4 eTorque;PICKUP TRUCK - STANDARD;6;A8;X
325;6;16;11;14;RAM;1500 4X4;PICKUP TRUCK - STANDARD;8;A8;X
302;6;14;11;13;RAM;1500 4X4 eTorque;PICKUP TRUCK - STANDARD;8;A8;X
278;3;12;9;10;RAM;1500 Classic EcoDiesel;PICKUP TRUCK - STANDARD;6;A8;D
280;4;14;10;12;RAM;1500 Classic FFV;PICKUP TRUCK - STANDARD;6;A8;X
283;4;20;14;17;RAM;1500 Classic FFV;PICKUP TRUCK - STANDARD;6;A8;E
346;6;17;12;15;RAM;1500 Classic;PICKUP TRUCK - STANDARD;8;A6;X
319;6;16;11;14;RAM;1500 Classic;PICKUP TRUCK - STANDARD;8;A8;X
289;3;12;9;11;RAM;1500 Classic 4X4 EcoDiesel;PICKUP TRUCK - STANDARD;6;A8;D
294;4;15;10;13;RAM;1500 Classic 4X4 FFV;PICKUP TRUCK - STANDARD;6;A8;X
300;4;21;15;18;RAM;1500 Classic 4X4 FFV;PICKUP TRUCK - STANDARD;6;A8;E
382;6;19;13;16;RAM;1500 Classic 4X4;PICKUP TRUCK - STANDARD;8;A6;X
328;6;16;12;14;RAM;1500 Classic 4X4;PICKUP TRUCK - STANDARD;8;A8;X
232;2;11;8;10;RAM;ProMaster City;SPECIAL PURPOSE VEHICLE;4;A9;X
382;7;20;12;16;ROLLS-ROYCE;Cullinan;STATION WAGON - MID-SIZE;12;AS8;Z
397;7;20;13;17;ROLLS-ROYCE;Dawn;COMPACT;12;AS8;Z
397;7;20;13;17;ROLLS-ROYCE;Ghost;FULL-SIZE;12;AS8;Z
397;7;20;13;17;ROLLS-ROYCE;Ghost EWB;FULL-SIZE;12;AS8;Z
382;7;20;12;16;ROLLS-ROYCE;Phantom;FULL-SIZE;12;AS8;Z
382;7;20;12;16;ROLLS-ROYCE;Phantom EWB;FULL-SIZE;12;AS8;Z
388;7;20;13;17;ROLLS-ROYCE;Wraith;MID-SIZE;12;AS8;Z
244;2;12;9;10;SUBARU;Ascent AWD;SUV - STANDARD;4;AV8;X
200;2;10;7;9;SUBARU;BRZ;MINICOMPACT;4;AS6;Z
231;2;11;8;10;SUBARU;BRZ;MINICOMPACT;4;M6;Z
188;2;9;7;8;SUBARU;Crosstrek AWD;SUV - SMALL;4;AV7;X
220;2;11;8;9;SUBARU;Crosstrek AWD;SUV - SMALL;4;M6;X
192;3;9;7;8;SUBARU;Forester AWD;SUV - SMALL;4;AV7;X
174;2;8;6;8;SUBARU;Impreza 4-Door AWD;MID-SIZE;4;AV7;X
209;2;10;8;9;SUBARU;Impreza 4-Door AWD;MID-SIZE;4;M5;X
177;2;8;7;8;SUBARU;Impreza 5-Door AWD;STATION WAGON - SMALL;4;AV7;X
211;2;10;8;9;SUBARU;Impreza 5-Door AWD;STATION WAGON - SMALL;4;M5;X
193;3;9;7;8;SUBARU;Legacy AWD;MID-SIZE;4;AV7;X
241;4;12;8;10;SUBARU;Legacy AWD;MID-SIZE;6;AV6;X
198;3;9;7;9;SUBARU;Outback AWD;SUV - SMALL;4;AV7;X
247;4;12;9;11;SUBARU;Outback AWD;SUV - SMALL;6;AV6;X
256;2;13;10;11;SUBARU;WRX AWD;COMPACT;4;AV8;Z
235;2;11;9;10;SUBARU;WRX AWD;COMPACT;4;M6;Z
296;3;14;11;13;SUBARU;WRX STI AWD;COMPACT;4;M6;Z
308;4;14;12;13;TOYOTA;4Runner 4WD;SUV - STANDARD;6;AS5;X
308;4;14;12;13;TOYOTA;4Runner 4WD (Part-Time 4WD);SUV - STANDARD;6;AS5;X
204;2;10;7;9;TOYOTA;86;MINICOMPACT;4;AS6;Z
232;2;11;8;10;TOYOTA;86;MINICOMPACT;4;M6;Z
220;4;11;8;9;TOYOTA;Avalon;MID-SIZE;6;AS8;X
164;3;8;6;7;TOYOTA;Camry;MID-SIZE;4;AS8;X
173;3;8;6;7;TOYOTA;Camry LE/SE;MID-SIZE;4;AS8;X
175;3;9;6;8;TOYOTA;Camry XLE/XSE;MID-SIZE;4;AS8;X
210;4;11;7;9;TOYOTA;Camry;MID-SIZE;6;AS8;X
215;4;11;7;9;TOYOTA;Camry XSE;MID-SIZE;6;AS8;X
113;3;5;5;5;TOYOTA;Camry Hybrid LE;MID-SIZE;4;AV6;X
121;3;5;5;5;TOYOTA;Camry Hybrid XLE/SE;MID-SIZE;4;AV6;X
189;2;9;8;8;TOYOTA;C-HR;COMPACT;4;AS7;X
174;2;8;7;8;TOYOTA;Corolla;MID-SIZE;4;AV;X
178;2;8;7;8;TOYOTA;Corolla;MID-SIZE;4;AV7;X
178;2;9;7;8;TOYOTA;Corolla;MID-SIZE;4;M6;X
163;2;8;6;7;TOYOTA;Corolla LE Eco;MID-SIZE;4;AV;X
157;2;8;6;7;TOYOTA;Corolla Hatchback;COMPACT;4;AV10;X
174;2;8;6;8;TOYOTA;Corolla Hatchback;COMPACT;4;M6;X
243;4;12;9;10;TOYOTA;Highlander;SUV - SMALL;6;AS8;X
250;4;12;9;11;TOYOTA;Highlander AWD;SUV - STANDARD;6;AS8;X
248;4;12;9;11;TOYOTA;Highlander AWD (Start/Stop System);SUV - STANDARD;6;AS8;X
242;4;12;9;10;TOYOTA;Highlander AWD LE;SUV - STANDARD;6;AS8;X
193;4;8;9;8;TOYOTA;Highlander Hybrid AWD;SUV - STANDARD;6;AV6;X
105;2;4;5;4;TOYOTA;Prius;MID-SIZE;4;AV;X
109;2;5;5;5;TOYOTA;Prius AWD;MID-SIZE;4;AV;X
120;2;5;6;5;TOYOTA;Prius c;COMPACT;4;AV;X
183;3;9;7;8;TOYOTA;RAV4;SUV - SMALL;4;AS8;X
190;3;9;7;8;TOYOTA;RAV4 AWD;SUV - SMALL;4;AS8;X
140;3;6;6;6;TOYOTA;RAV4 Hybrid AWD;SUV - SMALL;4;AV6;X
384;6;18;14;16;TOYOTA;Sequoia 4WD;SUV - STANDARD;8;AS6;X
254;4;12;9;11;TOYOTA;Sienna;MINIVAN;6;AS8;X
274;4;13;10;12;TOYOTA;Sienna AWD;MINIVAN;6;AS8;X
263;3;12;10;11;TOYOTA;Tacoma;PICKUP TRUCK - SMALL;4;AS6;X
274;3;13;11;12;TOYOTA;Tacoma 4WD;PICKUP TRUCK - SMALL;4;AS6;X
278;4;13;11;12;TOYOTA;Tacoma 4WD;PICKUP TRUCK - SMALL;6;AS6;X
299;4;14;11;13;TOYOTA;Tacoma 4WD;PICKUP TRUCK - SMALL;6;M6;X
300;4;14;12;13;TOYOTA;Tacoma 4WD D-Cab Off-Road;PICKUP TRUCK - SMALL;6;M6;X
371;6;18;14;16;TOYOTA;Tundra;PICKUP TRUCK - STANDARD;8;AS6;X
354;5;17;13;15;TOYOTA;Tundra 4WD;PICKUP TRUCK - STANDARD;8;AS6;X
382;6;18;14;16;TOYOTA;Tundra 4WD;PICKUP TRUCK - STANDARD;8;AS6;X
155;2;7;6;7;TOYOTA;Yaris;COMPACT;4;AS6;X
164;2;8;6;7;TOYOTA;Yaris (SIL);COMPACT;4;M6;X
173;2;8;7;7;TOYOTA;Yaris Hatchback;COMPACT;4;A4;X
169;2;8;7;7;TOYOTA;Yaris Hatchback;COMPACT;4;M5;X
244;2;12;9;10;VOLKSWAGEN;Arteon 4MOTION;FULL-SIZE;4;AS8;Z
245;2;12;9;11;VOLKSWAGEN;Atlas;SUV - SMALL;4;AS8;X
286;4;14;10;12;VOLKSWAGEN;Atlas 4MOTION;SUV - STANDARD;6;AS8;X
191;2;9;7;8;VOLKSWAGEN;Beetle;COMPACT;4;AS6;X
191;2;9;7;8;VOLKSWAGEN;Beetle Convertible;SUBCOMPACT;4;AS6;X
189;2;9;7;8;VOLKSWAGEN;Beetle Dune;COMPACT;4;AS6;X
189;2;9;7;8;VOLKSWAGEN;Beetle Dune Convertible;SUBCOMPACT;4;AS6;X
172;1;8;6;7;VOLKSWAGEN;Golf;COMPACT;4;AS8;X
172;1;8;6;7;VOLKSWAGEN;Golf;COMPACT;4;M6;X
202;2;10;8;9;VOLKSWAGEN;Golf GTI;COMPACT;4;AM7;X
203;2;10;7;9;VOLKSWAGEN;Golf GTI;COMPACT;4;M6;X
213;2;10;8;9;VOLKSWAGEN;Golf R;COMPACT;4;AM7;Z
232;2;11;8;10;VOLKSWAGEN;Golf R;COMPACT;4;M6;Z
220;2;11;8;9;VOLKSWAGEN;Golf Alltrack;STATION WAGON - SMALL;4;AM6;X
225;2;11;8;10;VOLKSWAGEN;Golf Alltrack;STATION WAGON - SMALL;4;M6;X
178;1;9;7;8;VOLKSWAGEN;Golf SportWagen;STATION WAGON - SMALL;4;AS8;X
172;1;8;6;7;VOLKSWAGEN;Golf SportWagen;STATION WAGON - SMALL;4;M6;X
224;2;11;8;10;VOLKSWAGEN;Golf SportWagen 4MOTION;STATION WAGON - SMALL;4;AM6;X
218;2;11;8;9;VOLKSWAGEN;Golf SportWagen 4MOTION;STATION WAGON - SMALL;4;M6;X
162;1;8;6;7;VOLKSWAGEN;Jetta;COMPACT;4;AS8;X
163;1;8;6;7;VOLKSWAGEN;Jetta;COMPACT;4;M6;X
196;2;9;7;8;VOLKSWAGEN;Jetta GLI;COMPACT;4;AM7;X
200;2;10;7;9;VOLKSWAGEN;Jetta GLI;COMPACT;4;M6;X
188;2;9;7;8;VOLKSWAGEN;Passat;MID-SIZE;4;AS6;X
221;2;11;8;10;VOLKSWAGEN;Tiguan;SUV - SMALL;4;AS8;X
228;2;11;8;10;VOLKSWAGEN;Tiguan 4MOTION;SUV - SMALL;4;AS8;X
197;2;10;7;8;VOLVO;S60 T5;COMPACT;4;AS8;Z
218;2;11;7;9;VOLVO;S60 T6 AWD;COMPACT;4;AS8;Z
215;2;11;7;9;VOLVO;S90 T5 AWD;MID-SIZE;4;AS8;Z
219;2;11;7;9;VOLVO;S90 T6 AWD;MID-SIZE;4;AS8;Z
197;2;10;7;8;VOLVO;V60 T5;STATION WAGON - SMALL;4;AS8;Z
219;2;11;7;9;VOLVO;V60 T6 AWD;STATION WAGON - SMALL;4;AS8;Z
218;2;11;8;9;VOLVO;V60 CC T5 AWD;STATION WAGON - SMALL;4;AS8;Z
219;2;11;7;9;VOLVO;V90 T6 AWD;STATION WAGON - MID-SIZE;4;AS8;Z
233;2;12;8;10;VOLVO;V90 CC T6 AWD;STATION WAGON - MID-SIZE;4;AS8;Z
211;2;10;8;9;VOLVO;XC40 T5 AWD;SUV - SMALL;4;AS8;Z
233;2;11;9;10;VOLVO;XC60 T5 AWD;SUV - SMALL;4;AS8;Z
242;2;12;9;10;VOLVO;XC60 T6 AWD;SUV - SMALL;4;AS8;Z
233;2;11;9;10;VOLVO;XC90 T5 AWD;SUV - STANDARD;4;AS8;Z
250;2;12;9;11;VOLVO;XC90 T6 AWD;SUV - STANDARD;4;AS8;Z
199;2;10;7;9;ACURA;ILX;COMPACT;4;AM8;Z
254;4;12;9;11;ACURA;MDX SH-AWD;SUV - SMALL;6;AS9;Z
258;4;12;10;11;ACURA;MDX SH-AWD A-SPEC;SUV - SMALL;6;AS9;Z
210;3;9;9;9;ACURA;MDX Hybrid AWD;SUV - SMALL;6;AM7;Z
232;2;11;9;10;ACURA;RDX AWD;SUV - SMALL;4;AS10;Z
241;2;11;9;10;ACURA;RDX AWD A-SPEC;SUV - SMALL;4;AS10;Z
196;4;8;8;8;ACURA;RLX Hybrid;MID-SIZE;6;AM7;Z
209;2;10;7;9;ACURA;TLX A-SPEC;COMPACT;4;AM8;Z
228;4;11;8;10;ACURA;TLX SH-AWD;COMPACT;6;AS9;Z
240;4;12;8;10;ACURA;TLX SH-AWD A-SPEC/Limited Edition;COMPACT;6;AS9;Z
197;2;10;7;8;ALFA ROMEO;4C Spider;TWO-SEATER;4;AM6;Z
205;2;10;7;9;ALFA ROMEO;Giulia;MID-SIZE;4;A8;Z
217;2;11;8;9;ALFA ROMEO;Giulia AWD;MID-SIZE;4;A8;Z
271;3;14;9;12;ALFA ROMEO;Giulia Quadrifoglio;MID-SIZE;6;A8;Z
218;2;10;8;9;ALFA ROMEO;Stelvio;SUV - SMALL;4;A8;Z
226;2;11;8;10;ALFA ROMEO;Stelvio AWD;SUV - SMALL;4;A8;Z
288;3;14;10;12;ALFA ROMEO;Stelvio AWD Quadrifoglio;SUV - SMALL;6;A8;Z
271;4;13;10;12;ASTON MARTIN;DB11 V8;MINICOMPACT;8;A8;Z
312;5;16;11;13;ASTON MARTIN;DB11 AMR;MINICOMPACT;12;A8;Z
324;5;16;11;14;ASTON MARTIN;DBS Superleggera;MINICOMPACT;12;A8;Z
270;4;13;10;12;ASTON MARTIN;Vantage V8;TWO-SEATER;8;A8;Z
333;4;17;11;14;ASTON MARTIN;Vantage V8;TWO-SEATER;8;M7;Z
182;2;9;7;8;AUDI;A3;SUBCOMPACT;4;AM7;X
224;2;11;8;10;AUDI;A3 quattro;SUBCOMPACT;4;AM7;X
224;2;11;8;10;AUDI;A3 Cabriolet quattro;SUBCOMPACT;4;AM7;X
205;2;10;7;9;AUDI;A4 quattro;COMPACT;4;AM7;Z
206;2;10;7;9;AUDI;A4 allroad quattro;STATION WAGON - SMALL;4;AM7;Z
205;2;10;7;9;AUDI;A5 quattro;SUBCOMPACT;4;AM7;Z
206;2;10;7;9;AUDI;A5 Cabriolet quattro;SUBCOMPACT;4;AM7;Z
205;2;10;7;9;AUDI;A5 Sportback quattro;MID-SIZE;4;AM7;Z
205;2;10;7;9;AUDI;A6 quattro;MID-SIZE;4;AM7;Z
226;3;11;8;10;AUDI;A6 quattro;MID-SIZE;6;AM7;Z
247;3;12;9;11;AUDI;A6 allroad;MID-SIZE;6;AM7;Z
226;3;11;8;10;AUDI;A7 quattro;MID-SIZE;6;AM7;Z
267;3;14;9;12;AUDI;A8L;FULL-SIZE;6;AS8;Z
308;4;15;10;13;AUDI;A8L;FULL-SIZE;8;AS8;Z
248;2;12;9;11;AUDI;Q3 quattro;SUV - SMALL;4;AS8;X
226;2;11;8;10;AUDI;Q5;SUV - SMALL;4;AM7;Z
296;3;14;11;13;AUDI;Q7;SUV - STANDARD;6;AS8;Z
296;3;14;11;13;AUDI;Q8;SUV - STANDARD;6;AS8;Z
347;5;18;12;15;AUDI;R8 Coupe;TWO-SEATER;10;AM7;Z
347;5;18;12;15;AUDI;R8 Spyder;TWO-SEATER;10;AM7;Z
243;3;12;8;10;AUDI;RS 3;SUBCOMPACT;5;AM7;Z
222;2;11;8;10;AUDI;S3;SUBCOMPACT;4;AM7;Z
245;3;12;9;11;AUDI;S4;COMPACT;6;AS8;Z
245;3;12;9;11;AUDI;S5;SUBCOMPACT;6;AS8;Z
252;3;12;9;11;AUDI;S5 Cabriolet;SUBCOMPACT;6;AS8;Z
245;3;12;9;11;AUDI;S5 Sportback;MID-SIZE;6;AS8;Z
255;3;13;9;11;AUDI;S6;MID-SIZE;6;AS8;Z
255;3;13;9;11;AUDI;S7;MID-SIZE;6;AS8;Z
339;4;18;11;15;AUDI;S8;FULL-SIZE;8;AS8;Z
276;3;13;10;12;AUDI;SQ5;SUV - SMALL;6;AS8;Z
213;2;10;8;9;AUDI;TT Coupe quattro;SUBCOMPACT;4;AM7;X
213;2;10;8;9;AUDI;TT Roadster quattro;TWO-SEATER;4;AM7;X
241;3;12;8;10;AUDI;TT RS;SUBCOMPACT;5;AM7;Z
220;2;10;8;9;AUDI;TTS Coupe;SUBCOMPACT;4;AM7;Z
315;4;16;10;14;BENTLEY;Bentayga;SUV - STANDARD;8;AS8;Z
401;6;20;14;17;BENTLEY;Bentayga;SUV - STANDARD;12;AS8;Z
291;4;15;9;12;BENTLEY;Continental GT;COMPACT;8;AM8;Z
364;6;19;12;16;BENTLEY;Continental GT;COMPACT;12;AM8;Z
291;4;15;9;12;BENTLEY;Continental GT Convertible;SUBCOMPACT;8;AM8;Z
373;6;19;12;16;BENTLEY;Continental GT Convertible;SUBCOMPACT;12;AM8;Z
373;6;19;12;16;BENTLEY;Flying Spur;MID-SIZE;12;AM8;Z
204;2;10;7;9;BMW;230i Cabriolet;SUBCOMPACT;4;AS8;Z
219;2;11;8;9;BMW;230i xDrive Cabriolet;SUBCOMPACT;4;AS8;Z
200;2;10;7;9;BMW;230i Coupe;SUBCOMPACT;4;AS8;Z
219;2;11;8;9;BMW;230i xDrive Coupe;SUBCOMPACT;4;AS8;Z
195;2;10;7;8;BMW;330i xDrive Sedan;COMPACT;4;AS8;Z
213;2;11;7;9;BMW;430i xDrive Cabriolet;SUBCOMPACT;4;AS8;Z
204;2;10;7;9;BMW;430i Coupe;COMPACT;4;AS8;Z
219;2;11;8;9;BMW;430i xDrive Coupe;COMPACT;4;AS8;Z
219;2;11;8;9;BMW;430i xDrive Gran Coupe;COMPACT;4;AS8;Z
249;3;12;9;11;BMW;440i xDrive Cabriolet;SUBCOMPACT;6;AS8;Z
231;3;11;8;10;BMW;440i Coupe;COMPACT;6;AS8;Z
233;3;11;8;10;BMW;440i xDrive Coupe;COMPACT;6;AS8;Z
257;3;13;9;11;BMW;440i xDrive Coupe;COMPACT;6;M6;Z
233;3;11;8;10;BMW;440i xDrive Gran Coupe;COMPACT;6;AS8;Z
206;2;10;8;9;BMW;530i xDrive Sedan;MID-SIZE;4;AS8;Z
222;3;11;8;10;BMW;540i xDrive Sedan;MID-SIZE;6;AS8;Z
290;4;15;10;12;BMW;750i xDrive Sedan;FULL-SIZE;8;AS8;Z
290;4;15;10;12;BMW;750Li xDrive Sedan;FULL-SIZE;8;AS8;Z
290;4;15;10;12;BMW;Alpina B7 xDrive;FULL-SIZE;8;AS8;Z
290;3;14;10;12;BMW;M2 Competition;SUBCOMPACT;6;AM7;Z
273;3;13;10;12;BMW;M2 Competition;SUBCOMPACT;6;M6;Z
231;3;11;8;10;BMW;M240i Cabriolet;SUBCOMPACT;6;AS8;Z
255;3;13;9;11;BMW;M240i Cabriolet;SUBCOMPACT;6;M6;Z
233;3;11;8;10;BMW;M240i xDrive Cabriolet;SUBCOMPACT;6;AS8;Z
231;3;11;8;10;BMW;M240i Coupe;SUBCOMPACT;6;AS8;Z
231;3;11;8;10;BMW;M240i Coupe M Performance;SUBCOMPACT;6;AS8;Z
255;3;13;9;11;BMW;M240i Coupe;SUBCOMPACT;6;M6;Z
255;3;13;9;11;BMW;M240i Coupe M Performance;SUBCOMPACT;6;M6;Z
233;3;11;8;10;BMW;M240i xDrive Coupe;SUBCOMPACT;6;AS8;Z
233;3;11;8;10;BMW;M240i xDrive Coupe M Performance;SUBCOMPACT;6;AS8;Z
233;3;11;8;10;BMW;M340i xDrive Sedan;COMPACT;6;AS8;Z
299;3;15;11;13;BMW;M4 Cabriolet;SUBCOMPACT;6;AM7;Z
299;3;15;11;13;BMW;M4 Cabriolet Competition;SUBCOMPACT;6;AM7;Z
280;3;14;9;12;BMW;M4 Cabriolet;SUBCOMPACT;6;M6;Z
280;3;14;9;12;BMW;M4 Cabriolet Competition;SUBCOMPACT;6;M6;Z
290;3;14;10;12;BMW;M4 Coupe;COMPACT;6;AM7;Z
290;3;14;10;12;BMW;M4 Coupe Competition;COMPACT;6;AM7;Z
273;3;13;10;12;BMW;M4 Coupe;COMPACT;6;M6;Z
273;3;13;10;12;BMW;M4 Coupe Competition;COMPACT;6;M6;Z
290;3;14;10;12;BMW;M4 CS;COMPACT;6;AM7;Z
322;4;16;11;14;BMW;M5 Sedan;MID-SIZE;8;AS8;Z
322;4;16;11;14;BMW;M5 Competition;MID-SIZE;8;AS8;Z
273;4;14;9;12;BMW;M550i xDrive Sedan;MID-SIZE;8;AS8;Z
354;7;18;12;15;BMW;M760i xDrive Sedan;FULL-SIZE;12;AS8;Z
322;4;16;11;14;BMW;M8 Cabriolet;SUBCOMPACT;8;AS8;Z
322;4;16;11;14;BMW;M8 Cabriolet Competition;SUBCOMPACT;8;AS8;Z
322;4;16;11;14;BMW;M8 Coupe;SUBCOMPACT;8;AS8;Z
322;4;16;11;14;BMW;M8 Coupe Competition;SUBCOMPACT;8;AS8;Z
322;4;16;11;14;BMW;M8 Gran Coupe;MID-SIZE;8;AS8;Z
322;4;16;11;14;BMW;M8 Gran Coupe Competition;MID-SIZE;8;AS8;Z
290;4;15;10;12;BMW;M850i xDrive Cabriolet;SUBCOMPACT;8;AS8;Z
273;4;14;9;12;BMW;M850i xDrive Coupe;SUBCOMPACT;8;AS8;Z
290;4;15;10;12;BMW;M850i xDrive Gran Coupe;MID-SIZE;8;AS8;Z
213;2;10;8;9;BMW;X1 xDrive28i;SUV - SMALL;4;AS8;Z
207;2;10;8;9;BMW;X2 xDrive28i;SUV - SMALL;4;AS8;Z
210;2;10;8;9;BMW;X2 M35i;SUV - SMALL;4;AS8;Z
215;2;10;8;9;BMW;X3 xDrive30i;SUV - SMALL;4;AS8;Z
339;3;17;12;15;BMW;X3 M;SUV - SMALL;6;AS8;Z
339;3;17;12;15;BMW;X3 M Competition;SUV - SMALL;6;AS8;Z
235;3;11;9;10;BMW;X3 M40i;SUV - SMALL;6;AS8;Z
215;2;10;8;9;BMW;X4 xDrive30i;SUV - SMALL;4;AS8;Z
339;3;17;12;15;BMW;X4 M;SUV - SMALL;6;AS8;Z
339;3;17;12;15;BMW;X4 M Competition;SUV - SMALL;6;AS8;Z
235;3;11;9;10;BMW;X4 M40i;SUV - SMALL;6;AS8;Z
245;3;12;9;11;BMW;X5 xDrive40i;SUV - STANDARD;6;AS8;Z
302;4;15;11;13;BMW;X5 xDrive50i;SUV - STANDARD;8;AS8;Z
302;4;15;11;13;BMW;X5 M50i;SUV - STANDARD;8;AS8;Z
245;3;12;9;11;BMW;X6 xDrive40i;SUV - STANDARD;6;AS8;Z
302;4;15;11;13;BMW;X6 M50i;SUV - STANDARD;8;AS8;Z
254;3;12;9;11;BMW;X7 xDrive40i;SUV - STANDARD;6;AS8;Z
318;4;16;11;14;BMW;X7 xDrive50i;SUV - STANDARD;8;AS8;Z
318;4;16;11;14;BMW;X7 M50i;SUV - STANDARD;8;AS8;Z
200;2;10;7;9;BMW;Z4 sDrive30i;TWO-SEATER;4;AS8;Z
216;3;10;8;9;BMW;Z4 M40i;TWO-SEATER;6;AS8;Z
522;8;27;17;22;BUGATTI;Chiron;TWO-SEATER;16;AM7;Z
263;4;13;9;11;BUICK;Enclave;SUV - STANDARD;6;A9;X
277;4;14;10;12;BUICK;Enclave AWD;SUV - STANDARD;6;A9;X
204;1;9;8;9;BUICK;Encore;SUV - SMALL;4;AS6;X
214;1;10;8;9;BUICK;Encore AWD;SUV - SMALL;4;AS6;X
198;1;9;8;8;BUICK;Encore GX;SUV - SMALL;3;AV;X
199;1;9;8;9;BUICK;Encore GX AWD;SUV - SMALL;3;A9;X
250;2;12;9;11;BUICK;Envision AWD;SUV - SMALL;4;A9;Z
234;3;11;9;10;BUICK;Envision AWD;SUV - SMALL;4;A6;X
211;2;10;7;9;BUICK;Regal;MID-SIZE;4;AS9;Z
227;2;11;8;10;BUICK;Regal AWD;MID-SIZE;4;AS8;Z
255;4;13;9;11;BUICK;Regal AWD;MID-SIZE;6;AS9;X
203;2;10;7;9;CADILLAC;CT4;COMPACT;4;AS8;Z
232;3;12;8;10;CADILLAC;CT4;COMPACT;4;AS10;Z
213;2;10;7;9;CADILLAC;CT4 AWD;COMPACT;4;AS8;Z
238;3;12;8;10;CADILLAC;CT4 AWD;COMPACT;4;AS10;Z
234;3;12;8;10;CADILLAC;CT4-V;COMPACT;4;AS10;Z
238;3;12;8;10;CADILLAC;CT4-V AWD;COMPACT;4;AS10;Z
209;2;10;7;9;CADILLAC;CT5;MID-SIZE;4;AS10;Z
256;3;13;9;11;CADILLAC;CT5;MID-SIZE;6;AS10;Z
221;2;11;8;10;CADILLAC;CT5 AWD;MID-SIZE;4;AS10;Z
268;3;13;9;12;CADILLAC;CT5 AWD;MID-SIZE;6;AS10;Z
263;3;13;9;11;CADILLAC;CT5-V;MID-SIZE;6;AS10;Z
276;3;14;9;12;CADILLAC;CT5-V AWD;MID-SIZE;6;AS10;Z
259;4;13;9;11;CADILLAC;CT6 AWD;FULL-SIZE;6;AS10;X
324;4;17;10;14;CADILLAC;CT6 AWD;FULL-SIZE;8;AS10;Z
333;6;17;11;14;CADILLAC;Escalade 4WD;SUV - STANDARD;8;A10;Z
209;2;10;8;9;CADILLAC;XT4;SUV - SMALL;4;AS9;Z
227;2;11;8;10;CADILLAC;XT4 AWD;SUV - SMALL;4;AS9;Z
227;2;11;8;10;CADILLAC;XT5;SUV - SMALL;4;AS9;Z
235;2;11;9;10;CADILLAC;XT5 AWD;SUV - SMALL;4;AS9;Z
270;4;13;9;12;CADILLAC;XT5 AWD;SUV - SMALL;6;AS9;X
277;4;14;10;12;CADILLAC;XT6 AWD;SUV - SMALL;6;AS9;X
225;2;11;8;10;CHEVROLET;Blazer;SUV - SMALL;4;A9;X
238;3;11;9;10;CHEVROLET;Blazer;SUV - SMALL;4;A9;X
232;2;11;9;10;CHEVROLET;Blazer AWD;SUV - SMALL;4;A9;X
269;4;13;9;11;CHEVROLET;Blazer AWD;SUV - SMALL;6;A9;X
219;2;11;8;9;CHEVROLET;Camaro;SUBCOMPACT;4;AS8;Z
235;2;12;8;10;CHEVROLET;Camaro;SUBCOMPACT;4;M6;Z
247;4;13;8;11;CHEVROLET;Camaro;SUBCOMPACT;6;AS10;X
280;4;14;9;12;CHEVROLET;Camaro;SUBCOMPACT;6;M6;X
282;6;15;9;12;CHEVROLET;Camaro SS;SUBCOMPACT;8;AS10;Z
